a9813cc7 10:1767
d040b7f5 21:3524
0d22be4f 19:5655
d40f7f34 15:4645
8428173e 16:0806
962d7bcf 13:1708
b0019723 10:3635
9f2ff3a4 19:6665
ed685bdb 48:4645
e7d665a9 12:6857
a022fffd 15:7675
7a3a2c64 50:2625/17:131
f66f8834 78:1413/49:6665
be7a231c 10:6777
017f2ae8 16:6776
9856f759 65:5766
6a90df78 13:2635
fa3231c9 19:3734
deb1103a 11:4857
2cfeb059 10:2827
dfa2148e 56:4544
92e8b8de 10:5766
c2cfdea4 11:5546
9e3c86f3 11:3635
228503cc 11:6564
a46e9da2 35:0605
c8f87035 30:5655/16:6777/18:1514
657195ba 46:2717/13:7766
12692fe8 1448:4858/26:3847/17:2625
7986d457 17:5867
99459834 14:6877/17:1514
0a5bc7bf 14:6776
9d80365a 10:4757
88fc56f8 96:2837/27:7767/49:2827/13:5766
fe7e66bf 10:1418
806465c5 12:5867
4bc5537f 68:1713
283b137c 14:3727
4a5fd9e7 19:2827
7774d4df 13:1777
a648bfab 17:6665/11:4837
959192c1 19:4736
f55a2130 86:2625
fd4b91ec 12:2827
a1315399 15:4857
dfa2d36f 13:4544
f22320d3 13:4857
6392c02f 13:6857/11:2625
f66f3060 135:3848
72a29f46 15:7675/13:1514
0606a21c 18:4837
f3b997f4 10:3848
db67668e 19:3635
194d6d0d 34:2625/17:5867
a1316a4f 62:1317
babf35aa 12:3726/23:6877
4e9a8192 34:7766
6b835c08 18:1727
3efb2aea 27:2827
0cb8f89d 34:1514/47:5746
4424ce1c 37:0605
56a82530 11:8685
5af58f96 22:3726/11:4756
4c356e90 12:5655
5a7c167b 134:6867
7eff7266 55:1777
8bc9c442 17:6867
75dbc01c 14:3847/36:7768
c9625d29 13:7766
34ccde2e 11:1727
7d43efb1 15:1737
b5d7deed 221:3727/77:2827
c1fa628f 23:2827
7cd8845e 13:6657
a57cdc1d 10:1707
d9c952e6 33:1777/11:4645
5fab4fba 23:6564
711fa109 522:3847/189:2625/38:3746
ea1070bb 10:2515/10:7766
a39f41fa 10:2423
0a5aa131 19:6867
35de26a4 18:1615
b44ca6f8 11:7675
8bc824d8 12:5554/40:3746
90467dc1 55:4645/203:3727
d7b2e9cc 13:1826
6756fb7b 13:0504
4c348650 120:5554/28:3524
4cbd0765 16:0605
dafc768d 21:4756/22:6835
51d0c499 439:6877/133:6857/55:6867
9c9260c2 11:4756/13:1826
bb2433eb 73:7768
ccb506b0 705:5766/279:4756
0f058214 19:4847
7efeb4e8 13:8685
61b57123 76:6857
a5f51f30 15:0605
6cfba625 23:4837
f9065c1d 10:5655/18:5766
311bfcbf 27:1767
07144ba1 21:2827/52:2837
56a9a898 20:6857/30:1514/48:3746/16:2625
e13493ca 904:2625
a75a87b8 17:2524
92603b8e 58:4857/21:4645
c682ce4e 11:3635
104e0e9a 11:2625
194cb275 20:5767
c5b7efbd 20:8685/14:3726
d9c92566 14:6564
8874cd45 22:1615/42:3635/31:4645/31:4857
dc9632f6 12:7766
fb209283 32:6877
52e56917 10:2625
ed69e2b6 12:7766/27:3746
b66a36b0 10:6857
1e354ca4 19:1826
137be096 52:3727
468a07db 88:1413/18:2837
1fafd456 45:1315/14:1317
ef4fff4d 33:2625/37:3847
47990f40 12:3746/39:6877
4cbdb586 13:5767
7cd817d2 20:7788
860fba18 14:8685
c8f99a9e 11:2625
8429b3cc 17:6665
e13466e8 11:2736
0e160d82 10:6657
1d007891 31:3727
c061b982 19:4857/10:3726
504adefb 19:6654
16ad4e2e 15:3847
6f47a18a 35:1826
f98f5c23 29:1317/12:5868
b113654d 14:6877
0b4966fc 19:7866
59c18d72 16:7675
6393ad3f 68:6835
10c70159 12:1317
4e1244ba 14:7675
8243e0dd 18:4756
c53efecc 20:4645/11:3847
c42de7f8 23:4645
1b6a28a2 20:6777
fba96755 14:7768
b55f4262 10:5655
c354f8f0 16:8685
d0cb1024 21:2625
40e7f365 12:4837
b3bb5550 27:4544/18:3847
7c567fd4 16:551
8a55c617 16:4857
b6e4418e 12:1514/13:0504/24:3526
c9ed45af 629:3847/73:2625/60:1615
16aa8922 19:7768/15:4756
bf6f6c3a 21:4857
cf0eca6f 20:4635/14:3847
49e557d1 12:6877
5c10a00d 226:4645/169:7766/137:3847/38:8685
4d20c2c2 21:4857
d73c1451 13:5767/41:2837/11:1615
3b2b4a4c 10:441/54:6857
e2069e6c 42:3847/56:6857/40:3635
7554e564 21:3746
3776eae9 196:5766/46:4756
594f8896 17:7788
b332fbfd 12:3736
fa3454e2 23:0504
f08a6e6a 11:3847
67d8141b 10:721
c9ed784b 12:3827/15:2545
381e5c2d 15:1415
239007a4 39:3635
6b0c37c6 18:4837
a28b707d 51:6776
bc5a35f9 26:5857/14:3635
27dc741d 21:2615
417d2fbf 34:1514/11:4655
76e81e3b 18:3827
bd492a0a 13:6877
c0ef9c12 16:5655
07130c74 16:8685/25:5767
28b4eed7 10:6877/14:3526
f003af97 10:6857
9a76dca7 45:1826/13:0806
1af7a359 14:0807
90c817ee 11:3526
ade31e68 12:6846
585c22be 12:8887
ecf40ab8 10:5546
b33246b1 14:6867
f6e0e79f 12:6877
3086fab4 15:4847
300f7502 33:4837/36:6857
34caec92 11:1826
dc1817cc 23:3727
d2ea20ff 14:2717
51d7210d 10:541
a57b153e 45:7766
79802a6a 11:0605
a6c7e7f9 20:1413
6fc9593d 15:7060
d947697b 29:6835
6287fb2f 27:4837
e7d0f0b0 33:1826
21b6e76e 15:6665
eb8d57ec 16:6877
f55c11e3 12:2827
0535bd84 17:2625
99cafb90 11:2614
b5582a22 73:5767
67d8c8de 10:5847
6b856e75 55:0605
5c105a61 15:4544
a75d55c4 12:2524
2cf86a63 46:3746
bbaa1129 10:6877
381e9355 19:3526/17:5554
275556ab 16:2827
6e53e777 16:1615
7a3c9e3c 18:2625
ba31755d 16:6813
f989f452 11:4443
c71e7374 12:5655
e0a827af 31:4645
2d6305f2 10:5713
311dd2de 11:4858
e39d3518 13:7766
71905aa5 20:3423
0a5cfaad 18:1826
a7d51b18 10:6756
e39d04d7 12:5767
c42b579b 174:4857
e3148a4f 10:5767
7e714ce6 23:2837
16aba6ea 17:6657
087ae3ac 13:7768
8d2df9a5 10:4645
700aff23 20:1514/34:2635/20:0605
f002f624 14:3726/14:1727/41:1615
13f4cb87 12:4645
86093c79 143:2625/132:3635/14:2716
36649bf3 13:2717
ecf5dc7d 20:7766
c60d264a 13:7788
1d8f7130 27:761/50:7866
526a6803 75:6877
d3f8e7d1 21:6877
f224a5e3 19:4645/10:4858
9f28cdc0 13:6665
41f58af8 21:3727
f111a51e 806:5655/402:6766
631cd93a 12:7675
bcd2982f 10:2625
ccb33e4e 20:3847/13:6857
3ba3812c 500:6877/117:0605/13:3726/269:1514
406f18de 11:3736
e021d117 28:6857
937589b8 36:4837
8245e25f 21:5756
a310226c 14:3635
3cda6ab2 11:7766
29a61740 10:5746
ce95cab0 55:3736
3194d96b 17:5767
8b474cad 29:3847
e31439b4 17:3635/10:2615
0712e994 23:7766/16:8685
aa128f78 10:2736
98512db6 10:0605
692b8596 13:4858
eb058076 55:4544
b5594522 38:2837
e3143455 63:2827
06885a42 25:5857/16:4635
f08be48f 12:5768
f0026ef0 151:1413
842fd1d0 13:2837
18d09028 16:6877
eed332fa 32:7766
a46909f4 11:1737
9c1d14e9 13:3847
d9460bb4 18:2524
9d879584 14:3728
e8b95670 23:4858
f5d49fcb 22:6665
41f527a1 77:5867/31:3847/15:2625
efc04ac4 16:6846/11:6857
5379cb2a 24:3635
91da56c9 13:8685/12:131/10:761
951fca88 15:3736
e3147053 73:4857/31:3847
80ea06ec 60:3645
f198a4e9 33:4837
e021495c 25:5766
2fcc7f60 12:6867/45:2827/16:4837
1622e500 15:6564
d0ceb328 16:7766
c2425c3b 135:6756
78185743 14:8887/20:5655
deb50d9a 28:1615
f2ae6443 13:5453
98db1149 689:5867/36:1514/21:2827/10:2837
5b6b97d2 24:4857/10:5655
b5d37929 10:5655
496ec0af 13:2747
a135b45a 11:3727
790b7050 12:3847
c4a1f425 10:0605
8b44d8db 167:4837/37:5655
e022da7b 10:7675
6575cc05 10:7778
c2cb9d01 22:5767
b5d3341c 14:3828/16:5847
93ffe351 16:4635
dbea5a30 15:2817
2c7362f2 10:7675
b08c166f 17:4857
3d433351 11:6857
3e762098 12:8685
85b6bb16 27:4635/10:0605
d0cec78e 16:5767
7193f918 67:6777
68b22c9a 12:341
92ec3ef4 11:2625
8a5768bd 21:6756/12:3635
1c161ce8 13:2717
bf6dc74c 28:1615
cbc9f3b8 16:6867
64ef9834 11:5867/16:3847/13:1514
63968b88 12:3546
ea9c0888 14:5847/17:6756
21b4be38 16:6877
11589d14 45:2837
0711ee6a 13:3726
e75b2d19 289:4645/973:2837/1670:1615/225:7766/276:1767/154:6857/57:5655/344:6564/32:8685/27:3635/22:6867/12:1757
b98e695a 31:4756/11:6877
88f8d741 21:5868
34415843 426:7675
2d608a8a 20:2726
ac7bfdca 14:6857
a924e710 18:3736
a924e541 39:4756/31:5766
c9efaec6 13:6777
a46a45d7 10:1413
36eeba40 120:4857/442:3847/44:2625/86:1514/17:6857
e3174c82 12:2625
3a3a9a2f 10:4477/10:3645
e57d51a3 12:6877
b4490fc9 11:6857
5faeff13 25:1514
ee59dc3d 16:7866
c242b73c 115:4837
07983d50 10:3847
b55bf70e 53:2837
504e2184 10:7768
aa103139 17:8584
42c2cc5c 612:4756/175:3726/46:0605/64:2524/20:1727
3ba1d224 15:4645/12:7788
ab033d4d 10:0504
e1b90492 39:2625
3a3b510c 10:761
fc5d51bc 40:761/18:8685/14:131
d8de089a 11:6877
d590ac7f 29:5847
f7f0624f 16:1777/13:7675
04257a1f 22:2827
09e2586e 1178:5867/1405:4645/9663:5655/2824:1615/27:8685/128:7766/86:6564/90:1757/48:7711n/67:0605/15:2837
b89cea5b 13:6665
7efaf302 34:6857/23:8685
b08d5f7d 3946:5867/136:8685/231:6665
017a7d0a 23:4837
d6a583d5 35:7722n
aa998bd1 13:3746
b117afdb 10:2524
41f78943 50:4857
83dd9d2a 132:0605/17:4837
74cd23c9 19:6777
6a1c5f40 15:2837/14:1747
e6c07458 13:8685
9eb06796 10:5768/13:2625
25f97770 28:4858
424b3df2 69:6857/20:2837
a8bfcc81 10:3746
e9a8c9a2 70:3727
de3df408 17:6564
05bfa057 10:7473
2f475ac7 19:5767
c60fd34a 17:7766
ef4ba1b0 13:7722n
5f260ad5 22:2837
a1340ca7 11:2625
4cb9e928 14:3746
3efe43d9 15:6867
9628a664 13:6777
ee58b406 16:7766
1be7894a 10:0605/11:6665
44a87101 70:4756/49:2524
8f094f66 36:5867
0069fbb4 10:5645
487c4f69 14:7768
940e8904 15:7170
ca524ea6 16:5767
74cdc328 71:761/27:1413
dd81cafb 13:2575
b77d3c56 10:3736
f5d6b516 17:1615
468e13b1 13:6877
479d0dd4 11:4857
fd4e9446 151:1713
bba90442 45:6867/79:2827/28:4837
0f888b5e 26:6777
8718bcbd 20:2313
28b755eb 31:6648
b4c19578 16:6857/14:6867
75de9e27 19:3534
7efa215e 10:5655
92ed5b8b 10:1727
b98f22f8 114:2717
4f8c9008 32:4645/33:2837
842da453 77:8685/41:2625
e46f6496 113:6665
5276f9de 16:2515/27:7722n/22:6564
a828e969 14:2736
6a02e285 10:1317
563af35e 10:6857
bd548154 10:6857
d058e320 135:6777
8259b665 25:6756/26:3635/23:7766/12:4645
89f48bf0 13:7711n
c3c73d96 30:4857
247d6627 15:3728
40fa22e9 71:5746/19:3635/22:0605
2b15d672 23:6867/20:2827
7bbb4964 11:2736
f8865011 10:5655
b23c6c8c 12:8887
ab1d84e3 28:8685
ccafc00a 12:1737
b7eadd42 13:2717
265b3823 10:5868
4d3d41f2 25:7768
e381adb5 121:5767
0ac9d43e 11:5445
f4525f28 20:4645
50507dbc 10:1713
767caf9a 24:7766
3012bc17 14:6756
3803066e 16:8887
6ec7f78e 13:1514
878f951d 28:6564/34:6835
f01eae10 17:8685
8bd20b7f 11:6756
a12af69e 13:3645
1bf963b2 57:3847/10:3746
5a67eb82 12:1713
29bac50d 12:861
53ecda25 16:6756
68245e01 20:1713
c4bebedc 17:6777
9c8862d3 11:3736
cb5f93ea 75:6877/36:6857
212298f1 21:3635
f238fafa 10:2524
3dd5d419 19:8884
7ee4da4b 11:2827
8a48e494 28:5655/11:2625
c4375a30 10:2827
a21f8f77 16:2827
2a063598 18:3726/20:6857/11:0605
b109ec63 14:5655
96360211 58:1514/24:3635
388aebe2 14:1708
7cc2fdc6 15:4837
a653b20e 13:0605
7016ccbc 31:5867/38:3746
f0974bdb 466:1713
8432921d 12:5847
9b7957a9 341:2827/71:6665/33:1525/35:0605
76f4b8cd 28:3645
87078c0f 18:3635/11:5746
150ae5a1 10:6655
d633e2a7 18:1514
48632e66 47:0504
a6527b3c 10:2717
07863966 10:2827
1419d57c 51:2635
550ed4e0 10:5847/10:2717
e82dd01e 16:4736
9502c5b0 17:427
b6710d17 11:4757
799c281c 17:6857
0250b0ea 18:2827
345f04ba 36:5767
718d9d0a 16:0504
35c5fcac 10:1413
e93ebb8d 32:131
db7d160a 15:1727
a7c89147 17:7766
58c98502 14:1514
e5ea8f3b 11:7180n
4ca6f56b 31:5867
470bccff 46:4837
388b770d 15:0605
75c1dce5 10:761
c3c664dc 73:2827
c07ae594 13:631
f4dadec2 10:3645
cbd7c67f 97:7711n/37:5655/50:4645/13:1615
57288bad 74:5766
b3a7da90 10:3746
c9f132c4 21:4635/13:4655
d14a6067 45:6665/33:5868
ab95f8ac 459:7768/113:2625
b671b0f8 33:3635
2d7e6967 34:6465
eb91ed1a 10:3727
cb5eae90 42:5554
5fb05a46 37:7866
50d8fb2e 42:4837
ab1c6733 11:5767
f2b00938 18:5867
332682e1 25:6857/115:4645/52:2837/57:1767/11:7766/11:1615
00ffaec2 10:2524
869dbce1 14:7766
32359697 40:3726
a8294799 50:0806/12:1826
1844e10c 10:1826
d9d21750 21:5767
83c2cf36 21:1757/60:1615/129:5655/41:4645/14:2837
72b8649a 29:2524
6f5c279d 11:6877
6e4f22be 24:4756
1d1b90fa 16:1315
21239524 40:1615/30:0605
c7034e58 12:6877
9eaf1e69 17:4554
4691fdcb 12:3746
b91972f8 84:4645/16:1615
2d7e04b0 11:3423
3bbef16f 12:1413
eb1811c6 27:4544
dc04a4f4 50:1727/39:1615/18:0605
7548d991 34:7766
2c6d1687 14:7766
f32ad0aa 56:2837
37e34649 38:1615
1c82ff3f 89:3847/15:1615/21:6857
9634cd8e 16:4837
f91ea58a 102:4645
98c6e0e3 17:5867/23:2524
3d5eab5e 80:6877/22:1777/185:5655/75:6857/25:6867/14:5867
443db5ed 50:3727
c69a0660 27:4645/10:8685
7c4991e4 14:3827
40f80095 17:6877
2df46c14 24:4756
b9931326 21:7788
069664ab 88:1615/109:6857/44:4645
6ce31283 10:2827
4bdcc0b9 16:8685
f9977935 14:0706
31034402 16:1514
6e4c83a5 11:5766
9a693ab2 12:5767
2b17a84c 46:7711n
ba2fc54b 17:7675
745868fc 10:5767
995c1e7d 31:3635
5274ad42 197:3847/82:5867/13:1615
35c6f8a5 45:4837/20:6463
8b597582 17:3727
5a651ee0 18:2837
35c6f088 10:2644
72329135 63:1514/27:5767
1a61e46c 57:1615
92785c1a 18:4858
74d10b9f 20:5867
baa6ba79 11:2858
b8093720 14:5655
9f36e948 87:7711n/10:4858
ff7413ea 17:3635
09fe24f7 21:1315
e38348e2 123:2717/30:4645/11:5847/56:5756
d958d389 32:1413
a651d4af 10:3726
e7cf55d2 12:2625
478195fe 13:5868
7dd38ae3 22:6665
3769cb41 11:4837
92f191e6 18:8685
43447af4 40:2837/14:2827
e03fa48d 17:6564
1bfb31f6 21:1826
6d7900af 18:2625
3cc4e9c4 33:1737
acef87b3 14:0807/21:0605
a5648d59 33:1713
1e2d9959 15:5746
8f15f5ca 44:1514/44:6877
d49fa76b 477:5867/167:5766/13:1615
3d5e5c1a 39:5868
647b8ad3 61:3727
93e2b508 18:5767
8a4ae37a 21:7766
4692d85d 10:5767
dae41d46 71:3736
4bdc78aa 25:5746
c4bcd286 25:5746
a9393b8d 13:0605
38893590 21:1707
f9963c5a 122:2625
6df14a9c 11:1514/14:8887
cb5c1414 16:6867/10:4857/10:2625/11:1514/10:6857
50da4503 25:1757/27:6756
dea9e29e 23:4858/19:1413
61ace9e8 10:7766
572addcb 12:5767
c25eb5b2 143:4857
638afbf2 12:4858
6fd751f5 23:4645
faa320a1 21:1727
a9b1432b 21:5655
d36eda56 13:5746/10:5655
d6b87f95 10:1615
0e0f204f 39:6857
e03e4d25 13:6675
e03e4dce 22:1314
84309289 13:5533
32372e83 22:5655
84b912ec 24:5847/34:2827
e1a4c7d5 28:5867
897e3391 10:6867
83498f2d 25:1713
a30f483a 18:5777
42569ba5 16:1615
941390fa 12:2827
e218295a 12:5857
61acaf38 10:3635
76f6de51 125:4857
4e82db34 13:3635/10:4858/48:4645
a4ffad9e 12:7722n
20bbbe18 11:2625
fa2ad434 25:1777
89f7faa1 22:2827/51:6867/23:0807
b67378aa 10:2625
7ee7440b 17:5867
141bbcac 218:5554
96bc35aa 14:4736
318becbc 12:6564
9413be5a 18:3635
fcc95718 82:7766
e03e1e51 11:6665
5aed8d0a 26:2827
ce8af395 32:1727/22:0806/11:0807
f4d8ed89 10:6835
0e0f7baa 21:7711n
81e65169 36:5453
c5aebd41 18:6857
2e494a46 18:3746
e7ce779f 15:4837
767f9bac 12:3847/14:3746
79173bc9 18:741/13:2423
7c482e97 64:1315/102:3848/113:2837
43ccb1d6 13:2625
8d329852 55:7768/10:4756
5366579b 13:1737
bbb4abfc 836:4858/52:2625
b5468175 15:2524
dd15f02b 10:7866
16b4fabe 22:3736
43cc815d 12:2827
0784986f 10:3526
0f952468 23:6665
7aab85b7 21:3847
29306952 11:3635
e82f652b 15:2726
fbb08ccc 22:2827
36f22cf0 60:1737
dfba2101 13:4645/14:7766
6210a52d 23:7768
ef5602ac 32:1713
354ed86b 10:6657
e4fb2efe 12:7866
92f09ba6 16:5767
fe6675e8 29:4756
0697e70c 18:4756/18:3726/10:6835
e82f0dcb 12:5655
97260e8e 48:0605/31:1615
229d3a2e 12:4837
c8e074be 1150:5767
f7ed7285 12:1514
eecca58c 1034:2837/1472:2827/269:6665/133:8685/11:0605
eb93b51a 35:7766/21:5655/10:3827
0f1ce2ff 89:4837
68aeb1fc 17:3625
2df5b4d9 11:2817
b7e96322 69:6564
3f795eb7 14:6756/12:1757
a65083ff 11:5655
a1299f06 19:2625
29b9a5e8 52:7866
212190ae 13:8685/11:2625
2824add8 19:4544
e828a64f 13:7866
efd8394c 21:2717
e8a133b3 31:2837/14:1777
ace92a42 12:6665
f6f9ff84 89:5554
141cb84a 15:6665
82d444e8 17:2625
b5c8ccac 15:7675
dd9bb482 109:5767
4bdac9e2 14:6564
77e2c6e7 14:5867
e21f3366 12:3728/10:3635
8611ed8e 10:2827
5e2f29cc 954:6867/157:1767/164:0605/345:1757/38:3847/316:1777/77:4645/147:1615/223:6857/10:6877/112:5867
1050824c 17:1514
51ce785c 15:7766
3cc2137e 11:6877/27:3746
de275991 12:5756
0e08377d 27:3635
7234243c 10:4857
85ad1a3b 14:761
f1092aea 10:6777
a6ded9aa 12:1317
2c68edf1 55:7675/25:2625/15:6857
dc88c0bc 15:1318
a12e7757 60:8685
8702a461 14:5867
71889fa7 50:2827
086206a4 14:7675
2df246f8 339:4857
927ecbc3 25:6867
cbd29865 24:0605
d9d7fab9 62:4645/16:3847
83c7228c 13:1707
1b747acf 10:5867
22139bae 25:6857
bfffde87 28:5767
7101f410 17:2837
fd54548e 10:5665
7dd5d61d 126:2736
18418f3b 20:6867
a03d9267 20:2827
ca48e954 12:3847/18:6857
e4758d90 33:1514
22138951 37:7766/19:2625/98:3847/20:3746/28:8685
cbd275bf 26:5847/25:2817
0a44f6b3 10:7866
8e00d8ea 19:1514
1e2bb6db 881:2837/92:4857
7c4f7d05 12:2837
73ae5060 11:2736
ca48c817 35:5767
65e73ba4 19:3635
32b9418d 37:0605
0862d971 12:717
3ee49c98 4468:2837/628:6857/53:4645/38:1514/73:5867/19:6564/26:1767
d8c447ee 22:0504/41:6756
d6bfe7c1 38:4645/15:1615
9fb95708 559:5867/116:3847/24:2625
886abcdc 10:2817/16:3635
b4db3b43 11:7766
03460487 15:3645
d8c46c7b 14:5768
0783a0ec 10:5767
26d66a99 96:5767
9849e6aa 24:3727
2300f444 21:6877
1bfd7a65 18:6655
5d1aedbf 30:6776
8e8909a5 20:3847
497596b3 49:6867/22:2717
da6bf94c 11:4426
cbd21b24 13:2524/13:2635
bccb4e9b 12:3728
08637cb3 35:557
e30d0998 59:2625
a4701bbc 12:3837
3c4acd7b 11:7675
f7ebf992 59:1713
767966af 16:8685/23:6877
67490151 41:1615
470fc20c 25:7766
32b8f9f7 155:5767
4a416b75 30:3635
949c1e5c 15:6665/116:2736
630527ab 12:6835
bbb26e4c 12:2625
aa0b8b24 10:4645
9ae7aae0 12:7722n
57a50237 23:5655
c1e47eac 14:1826
8703e82a 22:1757
21274f21 50:2625
665a58fa 15:6857
44b315be 56:6867/22:6857/11:1767
33aba32c 10:2625/27:5655
8f9ba72c 16:4645
9720fde0 12:6777
ee43ef4f 11:0605
00fb1853 14:6463
1d96d01a 11:4858
db794a4c 466:1413/64:0605/144:6665/40:2827/24:2837
dd9ae826 19:4857
da6a7abc 14:7766
9b7d7dde 43:4645
c9f5961b 22:3635/12:5867
37e7922e 39:7866/83:7766
75c59b21 16:2736
ce8c9686 17:2837
cdb993e6 13:1615
5f3d814f 32:5756
3231ea11 14:2736
10d8a02a 15:7675
af5428f8 14:1514
00fbcd0e 25:2625/13:6877
b887ce0f 13:3645
4e847ddd 41:7766
8a4de923 13:7766
67c00a3a 68:5767
82d5e064 12:3645
cb5ad412 14:0807/39:2827
0f935450 54:2625/22:0605
d7240fa9 22:231
d36815da 19:3534
fe6073f2 14:6473
09f94cba 10:2827
e8a0873a 79:8584
46959705 11:6665
e4fd5e56 27:3847
e741cd1a 320:3847
88e22a9e 19:3847
d58be7d0 46:3847/17:4857
7679a4bd 14:3635
5e2ed412 10:5868
ee434aab 12:7788
3c4a283f 15:5847/11:4837
c5213743 38:5758
43cabd80 12:2827
d27b53b5 29:3526
376e8454 27:8884
7c4e30e0 19:6835
34584150 31:7766
d2f1104d 18:6877
f8807746 101:4645/22:3847
60baa804 69:6857/15:2625/96:3645/20:5867
e5edb527 38:3746
fc45e093 16:7566/15:4857
8b5d6b91 14:6877
572fa928 30:3847/16:2625
3ee654b4 25:2827/10:1826
52f93918 11:1826
3e6fd17b 18:2634
60330256 27:1757
4f1d1954 21:6877
d412caa3 26:1514
e5edee94 12:6766
9b7e6f16 17:2827
309d9668 14:7768
e1a1ff03 16:1317
19d9e19d 12:1513
4b510d9c 31:6756/16:3635
078120da 14:3827
c0f42118 11:3847
eb1fd87e 23:3645
f3a48501 12:6765
e21d613e 11:4655
630650a6 10:1615
2df07722 12:0504
8d373054 21:4635/10:0605
96b972d5 29:4837
cd332a98 28:1514
5056ec9c 14:1514/13:8887
0f192994 25:0605/21:1525/10:3635/20:6665
99585a3c 20:5646
3ff501ca 12:6824
83c5f130 18:5766
407575b3 22:761
3dd3f864 18:4857
6a0405a1 14:4756
780175d6 27:5767
6b171af5 118:3526
e82a15e0 10:3746
816a640d 41:2837/34:5746
5e2d94b0 59:6835
fff9d71f 51:2827/58:0605/107:2837
90d3b46f 23:2827
bb38536c 24:3746
0692d2c2 13:3645
1d950bdb 12:3837
f09165d4 10:761
f880ab90 32:8887
674ae1ec 16:4737
b32987d2 16:2817
80f0a830 16:0605
6d7d4b5b 10:2827/44:2837/10:6665
b7659b8e 10:2625
70990a92 16:6867/10:2827
41662e5d 15:5645
21ad530e 23:2614
7ee29509 18:4857
563c6627 10:2827
fb3c027e 12:4534
8cad3295 13:8685
da69ce4b 77:4657
60ba5e32 12:6857/10:2827
897ba532 49:7744
a746ddf8 13:1826
7bbd98da 21:6564
c61715d8 30:2837
105389c3 14:4858
0256e596 100:3728/20:0605
1c87a9f0 13:4858
15851e69 25:3726/13:6835
6a059f7a 23:0504
638ea93e 13:6665
936e9b19 10:0605
03cc765c 20:6877
5c0a3bcb 24:6665/20:1413
2a01b048 14:1615
2d78ac5b 10:5767
c349c61a 10:5766
e295816a 12:2435
4e86f8c2 21:5867
65e48363 12:6877
5d1915e0 12:5767
88e0e74f 12:861
a5610688 11:1317
f5466336 10:5867
dd9890de 857:4645/395:5867/78:1615
40fd57f8 806:2837/23:1514
e21c162e 59:2827/10:0504
83c45402 10:7675
558157b1 10:3635
0a47139b 190:761/83:8685
45a224b6 33:6877/40:2827/15:4857
8f101771 15:4655
e03a7697 10:3847
6c6fda93 10:0605
f1839b7f 92:0605/10:2827/20:4858/39:7766/12:2837
9417fa10 14:6665
beef08c6 47:2827/19:5645/19:5847/48:0807/20:3635
1a64583a 47:5655
052f9dfe 27:1708
01638585 11:4645
7aaf063b 10:1514
77682a60 14:6857
8bd5a8aa 34:3736
aecc75c5 62:0605/19:2717
45a20c4d 589:2625/17:6857
127508e6 11:6857/20:3847
51440647 16:3746/42:8685
7aaffdc8 12:3635
b2b24ebc 18:6776
b6fe4c91 61:5767
0e8250ec 58:7766
9a6caabf 23:5768
ec6719be 160:1615/42:0504/17:2635
19d81788 12:3746
3106e58a 11:0605
19519d4a 18:4736
f808574b 31:2625
1585b50b 13:1727
5ae91591 24:3727
cf14fcd6 13:451
9e209b9b 11:3847
dc029b68 14:4657
a4728e33 10:2827
97abde06 28:6857/14:8685
88e0190c 25:6756
0693bb0b 16:2736
e476f8e0 17:2635
4f950cb5 10:7766
141f4f60 12:1514
87012794 11:2717
2a0141e5 20:0605/460:8685/56:6665/15:4858
c8e43999 15:6824
a82f7649 44:3635/76:5857/14:0605
ba2a1cc7 20:3635
9a6cdce9 32:2524
21ac5791 13:7766/10:1514
2d787321 22:6877
90d2f00d 126:3727
514b6f3e 17:3728/11:3635
35cc2310 12:0605
50d1f2b8 17:3635
05a98937 17:0807
cf1bba3e 11:5655
3456958f 32:8685/176:6665/32:1514
fa2131d2 41:7768/20:5655
3a2d55c9 10:3645
a6d2174e 47:4645/25:3847
2f512477 44:3746/84:3726/12:0504
52f7b601 45:3746/107:6835/82:1514/14:0605/26:2625
b3ae7a3e 25:5746
33a67c3c 14:2717
72b17961 15:5868
bee0dfc3 40:2625/59:6857/35:7675/48:3746
b09b473c 31:4837
4d35c758 23:2837
aec3861d 25:1767
7f766c93 28:2717/14:5847
c70a78f3 12:2827
75c85e36 43:2827/165:3727
6292284b 13:3827/23:5655
4ac544de 10:5766
0cab5119 686:5767
5f30be00 78:4857
03c3fee6 27:5768/16:3736
391865de 19:1615/19:4858
dea2ca96 124:4645/31:5756
ed7be898 16:1708
2296dc18 10:6757
6b906b61 15:6857
a56e7e0e 13:0605
b76b17c0 73:6867/37:5867/18:4645
de2b7d78 25:6857
114fd832 11:5767
c619a588 13:761
5c050bdc 1391:4645/48:3635/169:3847/153:4857/25:1514
380bd54a 15:6665
f3aae6da 15:2625/12:0605
9b700f74 15:6867
9361bdba 82:1826/24:741
972da0e1 13:3746/10:1413
64f8bc17 23:2717
914785d1 10:8887
4168e822 23:7675
114f9494 23:6756
fd591873 15:3736
ab146ccb 12:1727
a0b946f8 10:4837
4bd73095 20:6675
60b5472e 11:5645/14:4645
843a164c 21:2625
dd964727 17:1713
1c894ec0 15:6675
f67d8180 18:7766
80ffb44e 11:5746
0a498c38 13:5867
693e4003 22:2827
ea034268 11:4544
310896e0 12:3635
72b01e12 12:7768
7bb2a80c 17:4858
870f37d6 13:1413
8f1e8ad8 13:6777
dd966249 194:0605
